0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
"(0, 0, 0, 0)(0, 1, 0)(1, 1, 1, 0)",1.602869607813189,0.2360122134836229,0.0,1.4999100940132322,0.0,2.717909342751301,0.0,0.7880819187221672,1.1409325177102847,9.948827765469774,0.15564998129387178,0.864732248423183,1.9726509589561856,1.6367882286704072,1.5272342724998378
"(0, 0, 0, 0)(0, 1, 0)(1, 1, 1, 1)",45.80290461209625,45.76733050352725,45.72939604953154,45.84943371148969,46.312256212903,45.67326612087464,45.72211027558046,45.8510916189229,45.796937633039505,45.81628941333018,45.729888947916706,45.753049832140725,45.847589814010725,45.72827849166135,45.60868716910446
"(0, 0, 0, 0)(0, 1, 1)(0, 0, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 0, 0, 0)(0, 1, 1)(0, 0, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 0, 0, 0)(0, 1, 1)(0, 0, 1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 0, 0, 0)(0, 1, 1)(0, 0, 1, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 0, 0, 0)(0, 1, 1)(0, 1, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 0, 0, 0)(0, 1, 1)(0, 1, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 0, 0, 0)(0, 1, 1)(0, 1, 1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 0, 0, 0)(0, 1, 1)(0, 1, 1, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 0, 0, 0)(0, 1, 1)(1, 0, 0, 0)",-0.0939170124102652,-0.14243258200813294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0697997184050365,0.0,0.0
"(0, 0, 0, 0)(0, 1, 1)(1, 0, 0, 1)",-0.07325968118011758,0.8062000263923562,0.0,1.0449603830701142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.415710858431888,0.6305231497846675,0.0
"(0, 0, 0, 0)(0, 1, 1)(1, 0, 1, 0)",0.0,0.0,0.0,0.0,0.22141945253268566,0.0395406916344268,0.04168507534248033,0.2626874785630293,1.143025463644167,0.04676079850939845,0.7215769482221598,0.0,10.900374647129306,1.1429295096534828,0.0
"(0, 0, 0, 0)(0, 1, 1)(1, 0, 1, 1)",0.0,0.16209889419387813,0.0,0.11937277114258953,0.0,0.10872961116780852,0.1352308171159588,0.0,0.0,0.0,0.045586056932530136,0.0,9.143157282739313,0.0,0.0
"(0, 0, 0, 0)(0, 1, 1)(1, 1, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8002346412670358
"(0, 0, 0, 0)(0, 1, 1)(1, 1, 0, 1)",2.1035407699842805,0.14504494387732786,0.0,0.13749256606755209,0.14497363858834125,0.0,0.0,0.0,0.0,0.15003457439352166,0.0,0.0,0.0,0.0,0.1374428309272828
"(0, 0, 0, 0)(0, 1, 1)(1, 1, 1, 0)",-0.03504283897548922,0.07241494553724825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028785090842156188
"(0, 0, 0, 0)(0, 1, 1)(1, 1, 1, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 0, 0, 0)(1, 0, 0)(0, 0, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 0, 0, 0)(1, 0, 0)(0, 0, 0, 1)",0.010929491493477007,0.0,0.0,0.0013726712150208533,0.0,0.0013687345362687828,0.0,0.004330958845488531,-0.009554959675567857,0.0,0.0,0.0015435567745668095,-0.007335585799486695,0.0015480999760417947,-0.00980309
"(0, 0, 0, 0)(1, 0, 0)(0, 0, 1, 0)",-0.008809075700998752,0.0094986612620266,0.004078524272461607,0.0063533154454980395,0.0,0.009862134253245423,0.0019211275147345656,0.001892898715996177,0.005520430255595197,0.0029638700700461273,0.0032127669700135588,0.010388764975450852,5.21983983363545,0.0044997592793524005,0.0050361282744365065
"(0, 0, 0, 0)(1, 0, 0)(0, 0, 1, 1)",2.3558163872324527,0.9224284130818824,0.217507161521638,1.0414433883856202,3.9605044144904538,1.6238524729739283,2.326956139184252,2.309130892412984,1.9833395336540325,4.152110053912983,7.333101608076872,2.7353087295325973,12.368411009737127,5.1599260374470095,3.8709069056890577
"(0, 0, 0, 0)(1, 0, 0)(0, 1, 0, 0)",1.275869196426403,5.143072418778528,5.884319379541948,6.120993017283257,8.193232509502675,4.016064074055887,0.7109627787707932,13.567948200604825,3.9835225893679063,7.034308875977883,6.663588562726339,2.86232099286927,12.287082016258935,7.505141010218103,6.6660263887879525
"(0, 0, 0, 0)(1, 0, 0)(0, 1, 0, 1)",2.4544390463392403,1.344075441720621,12.292402876793401,0.6555361776486129,2.975520950304608,0.6360876553885639,1.5420600936001718,1.017779190579352,0.0,1.9808557620767224,2.9624564515133844,0.7752300189740241,10.645833015359964,0.03580945400639799,7.076476380170603
"(0, 0, 0, 0)(1, 0, 0)(0, 1, 1, 0)",0.049790657436537315,0.0,15.899897367808915,0.0,2.139001872248733,1.0928173069369285,0.6054349971802675,1.109202466685781,0.0,0.0,0.0,1.873289466196469,5.687734159479993,0.0,0.0
"(0, 0, 0, 0)(1, 0, 0)(0, 1, 1, 1)",0.8093992538181324,0.629633124448103,0.0,0.0,0.0,1.1764253969943246,1.340273046758259,0.0,13.103190453940535,0.059480342153411865,0.0,0.0,3.5479580252119822,0.0,0.0
"(0, 0, 0, 0)(1, 0, 0)(1, 0, 0, 0)",0.0,0.11026912751136134,1.3923202613633707,0.0,0.4932190418432824,0.2347992922521215,0.2543185338304729,0.0,0.0,0.0,0.0,0.0,9.795667383929107,0.0,0.0
"(0, 0, 0, 0)(1, 0, 0)(1, 0, 0, 1)",13.348551789040314,0.0,0.871934322818116,0.4669275111859634,0.0,0.0,0.0,0.09156112575860152,5.642998439048146,0.8908333616351423,0.0,0.4292861410016268,2.6241163924301505,0.06234653962053696,0.4931504341294766
"(0, 0, 0, 0)(1, 0, 0)(1, 0, 1, 0)",0.0,0.0,0.0,0.7857858027357355,1.3591576447494935,2.202592919276027,0.34088878257647776,0.955374958437455,1.1545988366172106,0.41702812413001145,2.612478471419148,0.0,9.593671182793546,0.0,0.0
"(0, 0, 0, 0)(1, 0, 0)(1, 0, 1, 1)",0.8213040567423338,1.1639637722148706,0.5079543897505929,0.09182422860458994,0.0,1.9602091196628009,0.8971973406112328,0.05845429860391853,1.1736674155107634,1.2355672767042796,0.06646932611527923,0.0,10.930584272606435,0.0,0.008674072772480796
"(0, 0, 0, 0)(1, 0, 0)(1, 1, 0, 0)",1.7730053459081745,0.0,0.0,0.0,0.0,3.0905190277714376,1.5408588474236335,0.0,1.1967798025321217,0.6346490811809109,0.5862370286584849,0.6155096119501701,18.649317295398703,1.7222331044857533,2.5652595046789792
"(0, 0, 0, 0)(1, 0, 0)(1, 1, 0, 1)",7.343028711767774,10.821953027373409,8.52605946045502,6.132622101233665,3.3732887249391346,9.855360628114793,8.42168678933858,7.515914454279847,37.55971041318502,25.82300620615532,6.995059317164551,0.40253499209774224,5.1877155263538395,0.8210849030488107,2.8577584421334064
"(0, 0, 0, 0)(1, 0, 0)(1, 1, 1, 0)",13.560435864321153,6.0453382524017965,8.736144172477204,10.716167963724525,9.835368789401253,11.809318837441106,25.968637232464022,11.460275425304491,26.854642053031483,47.30694630223384,15.811438604015596,5.216638980456897,16.225904174459192,13.780401356509234,4.712465426328388
"(0, 0, 0, 0)(1, 0, 0)(1, 1, 1, 1)",51.299028903504514,50.68191830155294,50.684890928029226,50.68254148815563,50.690629983641394,50.678779260877704,50.687084762501335,50.681929861263974,50.68285406326421,50.684691800928434,50.682420755106,50.68052180142102,50.69154169838767,50.68944174005994,50.67467017355009
"(0, 0, 0, 0)(1, 0, 1)(0, 0, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 0, 0, 0)(1, 0, 1)(0, 0, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 0, 0, 0)(1, 0, 1)(0, 0, 1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 0, 0, 0)(1, 0, 1)(0, 0, 1, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 0, 0, 0)(1, 0, 1)(0, 1, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 0, 0, 0)(1, 0, 1)(0, 1, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 0, 0, 0)(1, 0, 1)(0, 1, 1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 0, 0, 0)(1, 0, 1)(0, 1, 1, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 0, 0, 0)(1, 0, 1)(1, 0, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 0, 0, 0)(1, 0, 1)(1, 0, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 0, 0, 0)(1, 0, 1)(1, 0, 1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 0, 0, 0)(1, 0, 1)(1, 0, 1, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 0, 0, 0)(1, 0, 1)(1, 1, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 0, 0, 0)(1, 0, 1)(1, 1, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 0, 0, 0)(1, 0, 1)(1, 1, 1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 0, 0, 0)(1, 0, 1)(1, 1, 1, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 0, 0, 0)(1, 1, 0)(0, 0, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 0, 0, 0)(1, 1, 0)(0, 0, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 0, 0, 0)(1, 1, 0)(0, 0, 1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 0, 0, 0)(1, 1, 0)(0, 0, 1, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 0, 0, 0)(1, 1, 0)(0, 1, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 0, 0, 0)(1, 1, 0)(0, 1, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 0, 0, 0)(1, 1, 0)(0, 1, 1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 0, 0, 0)(1, 1, 0)(0, 1, 1, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 0, 0, 0)(1, 1, 0)(1, 0, 0, 0)",0.4376342642037287,0.0,0.0,0.0,0.0,0.0,3.182730709033768,0.0,0.0,0.0,0.0,0.4604077281894299,0.1430732552521007,0.3622330882087537,0.0
"(0, 0, 0, 0)(1, 1, 0)(1, 0, 0, 1)",0.9156518843307452,0.0,1.1452550839569329,0.0,0.8912546821824743,9.586848013838916,0.0,0.28064193429790457,1.4682562010191795,1.1727331070805191,0.0,0.0,5.825100523429947,0.0,0.0
"(0, 0, 0, 0)(1, 1, 0)(1, 0, 1, 0)",7.352161682986393,1.1255814156704833,0.0,2.442594610540165,2.6218974294670456,0.06882523551269036,3.3875163123974197,2.225570967273012,6.410922753373836,12.336715428589866,3.7364714847279217,2.5755077550662206,1.0209347936221462,1.1930977852103322,2.4901440952736458
"(0, 0, 0, 0)(1, 1, 0)(1, 0, 1, 1)",0.6161866005738166,0.0,1.6993116500792222,1.213458313258766,1.7235307597650245,2.108242858694295,1.1488548784319697,0.32822623259144995,0.9964572287508584,4.830537475079971,0.5639522212366521,0.8034943654752947,1.3180780057968813,0.8416829500763645,8.695966923678657
"(0, 0, 0, 0)(1, 1, 0)(1, 1, 0, 0)",36.15654142589849,35.13259816787373,36.53742011191814,35.582689281481706,35.471465885177686,34.65190800106818,34.12915169422803,35.72602451976889,35.24630253039726,35.74840316859933,36.357695565516075,34.640710506683085,35.160283775426,36.59383810055803,36.07577040858823
"(0, 0, 0, 0)(1, 1, 0)(1, 1, 0, 1)",8.60019607033648,0.18716362326366026,0.0945478130059466,2.7093671435725684,0.7757655427299388,4.573309151799953,2.538898485072711,0.1448018722072125,0.12889065011622866,29.734125153629627,8.37242656965786,1.996197453217181,1.7593591890971343,6.289824876439322,0.1449017644602736
"(0, 0, 0, 0)(1, 1, 0)(1, 1, 1, 0)",0.045351693690695305,0.01655349485637831,0.03553739727304241,0.012213929987558898,1.0372456948350053,0.05316043523170573,0.004730763042233807,0.012664794128480395,0.02182688790959179,1.2518964945183595,0.03679677572704529,0.4696476292777683,0.025549407971301445,0.8981887304836947,0.043524669151360086
"(0, 0, 0, 0)(1, 1, 0)(1, 1, 1, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 0, 0, 0)(1, 1, 1)(0, 0, 0, 0)",10.923118697199019,11.297397704000694,11.222916826338377,11.343557476002333,11.227358407665252,11.241971621299973,11.387914046387975,11.051678136957403,9.802814283599355,11.343336187565674,11.36725994740374,11.081422080472812,11.175307993894553,11.004103936968745,11.246223674652374
"(0, 0, 0, 0)(1, 1, 1)(0, 0, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 0, 0, 0)(1, 1, 1)(0, 0, 1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 0, 0, 0)(1, 1, 1)(0, 0, 1, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 0, 0, 0)(1, 1, 1)(0, 1, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 0, 0, 0)(1, 1, 1)(0, 1, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 0, 0, 0)(1, 1, 1)(0, 1, 1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 0, 0, 0)(1, 1, 1)(0, 1, 1, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
